Iteracion,TamanoPareto,PoblacionUnica,DiversidadRutas,MejorLatencia,MejorPerdida,MejorJitter,MejorAnchoBanda,PromedioIntentosSinMejora
29,16,30,0.9408080287176676,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,4.866666666666666
30,16,30,0.9448913213416128,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,4.766666666666667
31,16,30,0.9488000184393472,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,5.533333333333333
32,16,30,0.9444978815402825,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,6.366666666666666
33,16,30,0.9457989537549718,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,7.133333333333334
34,16,30,0.9484076260295332,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,4.0
35,16,30,0.9445682564501922,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,3.6
36,16,30,0.94918749247089,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,4.133333333333334
37,16,30,0.9476647087610016,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,2.4
38,16,30,0.9453490258347086,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,2.8666666666666667
39,16,30,0.9432337214687845,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,2.7
40,16,30,0.9446706772374941,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,2.933333333333333
41,17,30,0.9461004922488323,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,3.3333333333333335
42,17,30,0.9452257585436596,32.744690824397125,0.003673527410583022,3.5937157683551857,482.90167187543193,3.3333333333333335
